,date,Plate temp,scene temp,foreTotalRadiation,powerA,powerB,powerC,average power,foreWindSpeed,foreWindDirection,OT
2817,2019/4/28 9:00,-1.12,-9.2,409,4046,4061.19,4135.25,4080.81,7.5,282,8.359875001
2818,2019/4/28 10:00,-1.39,-8.6,410,4006.52,4050.54,4119.27,4058.78,5.4,274,8.255456476
2819,2019/4/28 11:00,-2.79,-8.8,353,3486.88,3213,4093.84,3597.91,4.7,272,7.347072866
2820,2019/4/28 12:00,-3.69,-9.9,364,3664.14,3609.6,3731.2,3668.31,6.8,281,7.490365045
2821,2019/4/28 13:00,-3.85,-10,327,3433.8,3412.2,3360.56,3402.19,6.7,273,6.987433452
2822,2019/4/28 14:00,-5.02,-9.9,314,3216.3,3091.24,3372.39,3226.64,7.4,277,6.665587302
2823,2019/4/28 15:00,-4.96,-10,303,3223.4,3181.5,3221.4,3208.77,7,275,6.607601758
2824,2019/4/28 16:00,-5.17,-9.9,302,3163.95,3160.29,3193.08,3172.44,5.1,281,6.489799316
2825,2019/4/28 17:00,-5.54,-10,286,3001.73,2958.95,3061.31,3007.33,8.4,278,6.24216704
2826,2019/4/28 18:00,-5.25,-10,270,2616.71,2741.2,2765.79,2707.9,4.4,279,5.532793362
2827,2019/4/28 19:00,-5.87,-9.9,270,2891.7,2822.67,2854.2,2856.19,4.8,279,5.71455944
2828,2019/4/28 20:00,-5.98,-9.7,271,2837.74,2759.31,2922.21,2839.75,4.9,275,5.840879766
2829,2019/4/28 21:00,-5.87,-10.2,264,2723.66,2695.14,2772.9,2730.57,7.8,281,5.687911526
2830,2019/4/28 22:00,-6.41,-10.2,247,2755.44,2713.2,2708.91,2725.85,6.8,289,5.663175572
2831,2019/4/28 23:00,-7.2,-10.2,216,2366.1,2323.75,2427.6,2372.48,5.6,282,4.91498252
2832,2019/4/29 0:00,-7.83,-10.5,192,2148,2089.09,2170.56,2135.88,4.5,267,4.418103501
2833,2019/4/29 1:00,-8.79,-10.7,167,1839.54,1768.52,1928.73,1845.6,5.5,264,3.816664076
2834,2019/4/29 2:00,-9.25,-11.1,136,1641.93,1615.5,1663.44,1640.29,7.5,271,3.468858432
2835,2019/4/29 3:00,-9.56,-11.1,131,1527.21,1476,1613.25,1538.82,8.6,275,3.282163889
2836,2019/4/29 4:00,-9.73,-11.2,116,1454.4,1414.46,1460.64,1443.17,7.3,277,3.044811028
2837,2019/4/29 5:00,-11.06,-11.6,84,1128.12,1111.35,1175.88,1138.45,7.1,270,2.342034351
2838,2019/4/29 6:00,-11.27,-11.6,78,1091.36,1081.16,1099.56,1090.69,6.9,277,2.225271839
2839,2019/4/29 7:00,-11.43,-11.7,74,1058.2,1043.9,1051.05,1051.05,6.2,278,2.102051931
2840,2019/4/29 8:00,-11.96,-11.9,57,871.08,868.78,868.64,869.5,5.7,272,1.67417334
2841,2019/4/29 9:00,-12.6,-12.1,46,633.68,586.3,705.87,641.95,6.3,285,1.202093858
2842,2019/4/29 10:00,-12.91,-12.3,31,558.48,565.64,585.15,569.76,6.7,275,1.084657202
2843,2019/4/29 11:00,-13.16,-12.4,19,497,473.69,463.98,478.22,6.3,292,0.88978939
2844,2019/4/29 12:00,-14.58,-12.9,1,105.12,118.44,113.05,112.2,5.8,273,0.106449618
2845,2019/4/29 13:00,-14.94,-13.2,0,56.97,63.2,57.15,59.11,3.7,277,0.032835551
2846,2019/4/29 14:00,0.01,0.1,1,0,0,0,0,0.1,1,0.379993053
2847,2019/4/29 15:00,0.01,0.1,1,0,0,0,0,0.1,1,0.379993053
2848,2019/4/29 16:00,-22.58,-19.5,12,424.8,395.01,419.34,413.05,0,258,0.473427634
2849,2019/4/29 17:00,0.01,0.1,1,0,0,0,0,0.1,1,0.379993053
2850,2019/4/29 18:00,-19.06,-16.6,15,466.05,449.8,482.4,466.08,0.8,284,0.587698036
2851,2019/4/29 19:00,-18.33,-16.4,19,585.6,597.24,548.72,577.19,0.5,275,0.838188711
2852,2019/4/29 20:00,-17.85,-16.2,25,637.12,639.91,632.72,636.58,0.6,275,0.947267846
2853,2019/4/29 21:00,-16.45,-16,30,863.94,897.9,807.52,856.45,0,288,1.431269408
2854,2019/4/29 22:00,-15.44,-15.4,52,997.36,1026.66,1058.4,1027.47,0.4,289,1.744576896
2855,2019/4/29 23:00,-15.14,-15.2,56,1051.25,1070.04,1112.31,1077.87,0.6,284,1.863145162
2856,2019/4/30 0:00,-13.73,-14.9,71,1294.17,1250.44,1332.24,1292.28,1,271,2.414396727
2857,2019/4/30 1:00,-13.08,-14.5,83,1361.12,1384.75,1455.24,1400.37,1.3,283,2.60640414
2858,2019/4/30 2:00,-12.43,-14.5,86,1468.8,1506.89,1496.61,1490.77,1.4,282,2.852129139
2859,2019/4/30 3:00,-11.93,-14,99,1523.42,1550.15,1627.2,1566.92,1.6,285,3.002862173
2860,2019/4/30 4:00,-11.56,-13.8,102,1602.84,1578.99,1670.13,1617.32,1.9,282,3.164710884
2861,2019/4/30 5:00,-10.68,-13.2,114,1761.55,1723.19,1811.88,1765.54,1.8,284,3.514543701
2862,2019/4/30 6:00,-10.14,-12.8,126,1833.45,1850.4,1954.68,1879.51,2.3,274,3.650816425
2863,2019/4/30 7:00,-9.98,-12.6,130,2066.35,53.1,368.53,829.33,1.6,273,2.858739106
2864,2019/4/30 8:00,-8.27,-11.7,154,2120.58,2142,2231.69,2164.76,1.4,280,4.386506565
2865,2019/4/30 9:00,-6.89,-11.1,182,2392.7,2353.41,2463.84,2403.32,1.1,276,4.959895593
2866,2019/4/30 10:00,-5.98,-10.5,212,2651.66,2623.59,2736.09,2670.45,2.1,280,5.517379975
2867,2019/4/30 11:00,-5.56,-10.3,230,2848,2838.12,2899.81,2861.98,3.3,276,5.912695856
2868,2019/4/30 12:00,-5.56,-10,243,2896.8,2909.88,3007.56,2938.08,2.8,285,6.035961941
2869,2019/4/30 13:00,-5.39,-9.9,247,2948.19,2932.8,3031.5,2970.83,1.6,290,6.129215174
2870,2019/4/30 14:00,-5.29,-9.7,255,2990.61,3004.75,3092.28,3029.21,3.2,296,6.221242296
2871,2019/4/30 15:00,-5.12,-9.5,260,3129.36,3119.45,3273.41,3174.07,3,322,6.518498912
2872,2019/4/30 16:00,-4.83,-9.2,276,3179.55,3170.53,3290.04,3213.37,3,280,6.580074334
2873,2019/4/30 17:00,-4.56,-9,286,3285.3,3294.72,3355.56,3311.86,2.3,280,6.790904322
2874,2019/4/30 18:00,-3.6,-8.4,312,3533.04,3531.06,3566.16,3543.42,3.3,288,7.260612733
2875,2019/4/30 19:00,-3.64,-8.5,325,3589.12,3631.18,3721.98,3647.43,3.7,285,7.424197816
2876,2019/4/30 20:00,-3.29,-8.4,337,3657.42,3636.58,3759,3684.33,2.6,276,7.52527358
2877,2019/4/30 21:00,-2.7,-8,364,3844.5,3817,3967.2,3876.23,3.3,267,7.895305178
2878,2019/4/30 22:00,-1.83,-7.5,383,3979.87,3970.89,4068.96,4006.57,3.8,311,8.173330325
2879,2019/4/30 23:00,-1.67,-7.2,390,4041.42,4032.14,4144.14,4072.57,2.3,262,8.314717872
2880,2019/5/1 0:00,-1.33,-7,390,4060.98,4042.35,4138.16,4080.5,2.9,303,8.346606024
2881,2019/5/1 1:00,-0.68,-6.6,411,4159.82,4166.73,4246.34,4190.96,3.4,304,8.560135744
2882,2019/5/1 2:00,-0.42,-6.7,414,4195.2,4211.31,4273.78,4226.76,3,283,8.645285249
2883,2019/5/1 3:00,-0.48,-6.7,424,4230.46,4251.84,4349.24,4277.18,3.3,286,8.730172494
2884,2019/5/1 4:00,0.05,-6.5,429,4311.84,4281.25,4383.54,4325.54,3.8,319,8.853462731
2885,2019/5/1 5:00,0.47,-6,447,4376.68,4426.18,4514.4,4439.09,2.4,266,9.29695377
2886,2019/5/1 6:00,1.78,-5.7,473,4630.78,4623.91,4719.05,4657.91,2.2,283,9.597403907
2887,2019/5/1 7:00,2.16,-4.7,487,4719.05,4671,4792.5,4727.52,3.2,282,9.747727536
2888,2019/5/1 8:00,1.49,-4.9,502,4841.27,4882.01,4928.04,4883.77,3.7,6,10.23492359
2889,2019/5/1 9:00,3.03,-4.1,525,5038.18,5021.3,5067.69,5042.39,4.5,10,10.6631059
2890,2019/5/1 10:00,2.53,-4.8,528,5037.54,5061.74,5130,5076.43,3,2,10.69116097
2891,2019/5/1 11:00,2.66,-4.2,528,5097.81,5061.74,5113.02,5090.86,2.4,313,10.55135068
2892,2019/5/1 12:00,2.95,-4.3,539,5135.88,5108.07,5200.25,5148.07,3.4,337,10.6222774
2893,2019/5/1 13:00,3.68,-3.9,541,5113.92,5106.31,5198.13,5139.45,0.9,270,10.6643615
2894,2019/5/1 14:00,3.45,-4.3,551,5140.8,5166.7,5321.03,5209.51,2.4,279,10.77283342
2895,2019/5/1 15:00,3.7,-4,557,5256.13,5259.5,5330.64,5282.09,2,298,10.96166595
2896,2019/5/1 16:00,4.28,-3.9,557,5269.59,5240.2,5336,5281.93,2.7,298,10.97502132
2897,2019/5/1 17:00,5.01,-3.4,562,5253.93,5278.8,5389.36,5307.36,2.7,287,11.00090377
2898,2019/5/1 18:00,4.45,-3.7,563,5238.27,5320,5345.2,5301.16,2.5,311,10.95580738
2899,2019/5/1 19:00,4.39,-3.9,564,5354.58,5362.68,5354.64,5357.3,2.5,284,11.14814188
2900,2019/5/1 20:00,4.39,-3.9,564,5353.3,5362.68,5354.64,5356.87,2.5,284,11.14635602
2901,2019/5/1 21:00,4.22,-3.9,575,5378.76,5333.3,5398.8,5370.29,2.3,337,11.15941586
2902,2019/5/1 22:00,4.31,-3.7,571,5373.4,5313.35,5363.67,5350.14,2,328,11.14422793
2903,2019/5/1 23:00,5.1,-3.6,575,5337.32,5363.67,5438.16,5379.72,2,275,10.94304401
2904,2019/5/2 0:00,3.89,-4,569,5406.9,5341.32,5376.93,5375.05,3.1,335,11.17086338
2905,2019/5/2 1:00,4.66,-3.2,569,5342.67,5314.68,5401.26,5352.87,2.1,283,11.13872562
2906,2019/5/2 2:00,5.18,-3.3,568,5338.62,5308.02,5378.4,5341.68,1.2,279,11.13784896
2907,2019/5/2 3:00,4.33,-3.6,569,5307.61,5298.48,5406.45,5337.51,1.7,296,11.08316601
2908,2019/5/2 4:00,3.89,-3.4,566,5315.52,5269.3,5396.03,5326.95,2.7,284,11.07110076
2909,2019/5/2 5:00,5.22,-3.6,562,5198.13,5172.56,5281.39,5217.36,1.7,317,10.83125221
2910,2019/5/2 6:00,5.64,-2.8,556,5243.8,5191.29,5241.73,5225.61,2.7,279,10.89454279
2911,2019/5/2 7:00,6.01,-2.6,552,5140.45,5131.62,5196.7,5156.26,2.4,272,10.7215881
2912,2019/5/2 8:00,4.35,-3.1,545,5086.18,5073.95,5152.64,5104.26,1.8,302,10.57611987
2913,2019/5/2 9:00,5.51,-2.7,545,5098.7,4984.86,5111.73,5065.1,3.8,276,10.55564423
2914,2019/5/2 10:00,5.24,-2.5,527,4978.82,4949.88,4980,4969.57,4.2,277,10.31817992
2915,2019/5/2 11:00,5.35,-2.7,528,4903.77,4921.74,4974.2,4933.24,2.8,272,10.21520819
2916,2019/5/2 12:00,5.24,-2.9,519,4829.64,4841.82,4937.9,4869.79,1.7,290,10.06939588
2917,2019/5/2 13:00,4.87,-2.6,518,4838.4,4849.68,4915.79,4867.96,2.4,301,10.0565551
2918,2019/5/2 14:00,5.37,-2.6,512,4749.9,4761.9,4841.82,4784.54,3.8,304,9.880060441
2919,2019/5/2 15:00,6.01,-3.2,488,4589.64,4542.12,4648.99,4593.58,3.7,280,9.535402914
2920,2019/5/2 16:00,6.04,-2.4,480,4509.1,4455.36,4561.44,4508.63,2.3,289,9.360438007
2921,2019/5/2 17:00,5.08,-2.3,438,4172.06,4240.72,4247.8,4220.19,0.6,311,8.744954683
2922,2019/5/2 18:00,4.68,-2.5,435,4226.88,4226.44,4287.01,4246.78,3.1,296,8.787444338
2923,2019/5/2 19:00,4.87,-2.5,432,4192.28,4165.87,4240.32,4199.49,1.9,281,8.712700128
2924,2019/5/2 20:00,5.37,-2.5,430,4158.58,4120.5,4215.44,4164.84,0,272,8.688135262
2925,2019/5/2 21:00,5.85,-2.2,426,4099.81,4114.35,4181.25,4131.8,1.1,275,8.592848584
2926,2019/5/2 22:00,5.62,-2.4,416,4090.5,4070.96,4133.36,4098.27,1.5,290,8.544949929
2927,2019/5/2 23:00,5.45,-2.3,409,4064.22,4026,4087.59,4059.27,1.2,284,8.477084315
2928,2019/5/3 0:00,5.83,-2.2,408,3971.52,3934.52,4033.4,3979.81,3.3,269,8.288494995
2929,2019/5/3 1:00,4.24,-2.6,380,3780.8,3745.04,3859.96,3795.27,3.3,289,7.887764156
2930,2019/5/3 2:00,3.68,-2.8,372,3764.12,3757.35,3815.98,3779.15,2.1,303,7.861104521
2931,2019/5/3 3:00,3.2,-2.7,366,3737.36,3740,3775.24,3750.87,3.7,348,7.800640511
2932,2019/5/3 4:00,3.02,-2.9,357,3703.26,3658.4,3696.42,3686.03,0,281,7.724395657
2933,2019/5/3 5:00,3.37,-2.5,336,3498.66,3490.06,3545.94,3511.55,2.1,281,7.316207726
2934,2019/5/3 6:00,3.31,-2.2,325,3411.81,3390,3491.84,3431.22,3.1,289,7.086969563
2935,2019/5/3 7:00,2.87,-2.2,322,3383.9,3380.85,3449.32,3404.69,4.4,278,7.079237174
2936,2019/5/3 8:00,2.81,-2.5,276,3043.8,3005.2,3060,3036.33,4,279,6.371640689
2937,2019/5/3 9:00,2.99,-2.4,272,3012.03,2975.97,3048.54,3012.18,2.2,295,6.329174091
2938,2019/5/3 10:00,2.87,-2.5,272,2993.45,2957.39,3005.2,2985.35,2.2,295,6.27944726
2939,2019/5/3 11:00,2.34,-2.5,264,2907,2889.09,2961.72,2919.27,3.6,269,6.100759881
2940,2019/5/3 12:00,1.95,-2.9,239,2728.44,2792.02,2782.35,2767.6,3.1,279,5.785144267
2941,2019/5/3 13:00,1.62,-2.8,235,2665.56,2644.95,2737.14,2682.55,2.3,282,5.59987432
2942,2019/5/3 14:00,0.66,-2.7,204,2404.68,2387.4,2497.44,2429.84,2.8,282,5.030976721
2943,2019/5/3 15:00,0.43,-2.7,188,2304.6,2325.44,2366.7,2332.25,3,264,4.814502338
2944,2019/5/3 16:00,0.01,-2.9,178,2227.2,2190.47,2266.81,2228.16,1.7,277,4.601324822
2945,2019/5/3 17:00,0.05,-2.9,158,2096.76,2055.24,2093.73,2081.91,1.5,277,4.303272339
2946,2019/5/3 18:00,0.16,-2.9,154,2028.6,2003.9,2036.48,2022.99,2.6,279,4.165192747
2947,2019/5/3 19:00,-0.81,-3.1,138,1850.31,1875.32,1898.82,1874.82,2.3,286,3.857290266
2948,2019/5/3 20:00,-1.58,-3.1,123,1695.8,1640.2,1750.76,1695.59,1.6,326,3.356423879
2949,2019/5/3 21:00,-1.81,-3.1,108,1630.9,1589.26,1612.36,1610.84,2.7,301,3.181135316
2950,2019/5/3 22:00,-2.06,-3.3,96,1505.98,1450.46,1483.02,1479.82,1.5,295,2.906830231
2951,2019/5/3 23:00,-2.52,-3.4,75,1240.47,1217.92,1243.8,1234.06,1.9,279,2.346464132
2952,2019/5/4 0:00,-3.02,-3.5,62,1064.85,1065.68,1072.6,1067.71,2.5,284,1.958713141
2953,2019/5/4 1:00,-3.21,-3.7,56,1022.68,975.72,985.27,994.56,2.4,269,1.859565945
2954,2019/5/4 2:00,-3.6,-3.8,52,843.02,809.64,902.59,851.75,1.6,279,1.513075743
2955,2019/5/4 3:00,-4.1,-3.9,38,732.46,727.65,729.28,729.8,2.5,270,1.273025182
2956,2019/5/4 4:00,-4.77,-4.4,6,572.7,537.42,554.85,554.99,1.2,281,0.937099175
2957,2019/5/4 5:00,-5.73,-4.6,3,349.96,346.32,392.08,362.79,1.8,280,0.518317681
2958,2019/5/4 6:00,-7.14,-5.2,0,130.8,198.6,216.15,181.85,1,282,0.174089923
2959,2019/5/4 7:00,-19.41,-16.5,17,478.38,476.68,511.2,488.75,2.1,277,0.615511524
2960,2019/5/4 8:00,-19,-16.4,19,547.5,525.75,555.56,542.94,1.9,281,0.741694451
2961,2019/5/4 9:00,-18.14,-16.3,23,666.12,653.38,601.75,640.42,2,282,0.987023776
2962,2019/5/4 10:00,-17.62,-16,29,700.34,695.49,711.48,702.44,2,275,1.082071723
2963,2019/5/4 11:00,-16.1,-15.6,41,930.56,948.44,868.8,915.93,2.4,279,1.587717234
2964,2019/5/4 12:00,-15.58,-15.4,52,976.05,993.25,1019.2,996.17,2.1,273,1.718167291
2965,2019/5/4 13:00,-14.75,-15.1,62,1102,1137.24,1152.75,1130.66,1.9,271,2.01040085
2966,2019/5/4 14:00,-13.33,-14.8,79,1366.47,1319.5,1386.24,1357.4,2.6,274,2.613745401
2967,2019/5/4 15:00,-12.62,-14.6,93,1431.54,1455.24,1518.3,1468.36,2.2,278,2.806656185
2968,2019/5/4 16:00,-11.19,-14.2,109,1667.82,1665.2,1723.19,1685.4,1.5,278,3.333200195
2969,2019/5/4 17:00,-10.33,-13.9,120,1846.2,1802.5,1872.57,1840.42,3.3,268,3.79808147
2970,2019/5/4 18:00,-9.75,-13.5,136,1906.08,1920.52,2001.6,1942.73,2.9,261,3.94748579
2971,2019/5/4 19:00,-8.52,-12.8,155,2145,2139.64,2247.34,2177.33,3.7,279,4.486251319
2972,2019/5/4 20:00,-8.04,-12.7,166,2210.4,2229.87,2338.05,2259.44,3.7,274,4.655918737
2973,2019/5/4 21:00,-7.37,-12.5,172,2387.61,2401.95,2419.66,2403.07,3.1,262,4.987811722
2974,2019/5/4 22:00,-7.06,-12.3,187,2437.8,2445.3,2552.55,2478.55,4,274,5.136750734
2975,2019/5/4 23:00,-6.73,-12.2,199,2498.84,2523.95,2631.39,2551.39,3.8,285,5.277643282
2976,2019/5/5 0:00,-6.06,-12,208,2652.36,2684.64,2688.01,2675,3.9,275,5.562018963
2977,2019/5/5 1:00,-5.52,-11.7,223,2755.44,2731.3,2833.76,2773.5,4,277,5.770935088
2978,2019/5/5 2:00,-4.93,-11.4,235,2812.4,2832.9,2954.8,2866.7,2.9,280,5.936031152
2979,2019/5/5 3:00,-4.29,-11.2,240,2932.3,2942.35,2977.8,2950.82,3.1,274,6.142716284
2980,2019/5/5 4:00,-3.17,-10.9,257,3054.24,3066.75,3168,3096.33,3.8,284,6.439500874
2981,2019/5/5 5:00,-2.93,-10.9,270,3146.88,3127.58,3207.75,3160.74,4.4,278,6.578194633
2982,2019/5/5 6:00,-1.7,-10.3,306,3400.32,3383.64,3483.97,3422.64,4.2,276,7.088765885
2983,2019/5/5 7:00,-0.77,-10.1,323,3550.92,3573.76,3620.82,3581.83,3.8,283,7.414234971
2984,2019/5/5 8:00,-0.5,-10,336,3596.52,3603.49,3725.67,3641.89,4.3,280,7.518108488
2985,2019/5/5 9:00,1.7,-8.9,398,4042.35,4068.96,4154.67,4088.66,4.1,278,8.42186604
2986,2019/5/5 10:00,1.87,-8.8,401,4090.72,4090.72,4189.12,4123.52,4.8,282,8.500970536
2987,2019/5/5 11:00,2.16,-8.6,405,4155.52,4147.78,4216.68,4173.33,5.1,283,8.613562082
2988,2019/5/5 12:00,3.41,-8,431,4294.95,4328.66,4397.26,4340.29,3.6,278,8.966542731
2989,2019/5/5 13:00,3.83,-7.7,450,4356.6,4378.03,4500.97,4411.87,4.9,277,9.110119209
2990,2019/5/5 14:00,4.41,-7.3,472,4514.63,4521.84,4624,4553.49,6.2,281,9.436223299
2991,2019/5/5 15:00,4.64,-7.4,476,4542.27,4549.3,4658,4583.19,3,261,9.487010348
2992,2019/5/5 16:00,5.14,-7,484,4596.75,4630.74,4691.44,4639.64,5.2,272,9.518850756
2993,2019/5/5 17:00,5.78,-6.9,491,4664.73,4691.61,4718.48,4691.61,5.3,276,9.732807298
2994,2019/5/5 18:00,5.89,-6.9,504,4752.78,4705.15,4819.5,4759.14,5.1,281,9.891711795
2995,2019/5/5 19:00,6.16,-6.7,500,4630.74,4671,4745.52,4682.42,4.3,281,9.702192501
2996,2019/5/5 20:00,6.97,-6.4,524,4771.2,4824.49,4897.7,4831.13,3.6,281,10.02174685
2997,2019/5/5 21:00,6.83,-6.2,495,4818.68,4878.72,4906.72,4868.04,4.2,267,10.12219076
2998,2019/5/5 22:00,6.47,-6.2,464,3694.77,3714.96,4114.74,3841.49,4.9,278,7.980746537
2999,2019/5/5 23:00,5.99,-6.2,520,4031.52,4114.74,4109.39,4085.22,4,282,8.389543105
3000,2019/5/6 0:00,6.12,-5.5,567,4738.76,4705.32,5290.9,4911.66,3.8,261,10.15952302
3001,2019/5/6 1:00,7.51,-5.4,474,5079.47,4891.59,4442.1,4804.39,5.7,269,10.1136701
3002,2019/5/6 2:00,7.14,-5.8,478,4084.44,4387.74,4225.5,4232.56,6.5,276,8.749447102
3003,2019/5/6 3:00,5.62,-5.5,406,3522.6,3684.21,3166.92,3457.91,4.2,277,7.227662309
3004,2019/5/6 4:00,5.66,-5,337,4433.31,3941.96,4073.2,4149.49,6.1,282,8.86316251
3005,2019/5/6 5:00,4.64,-5.2,421,2606.04,2919.75,3409.42,2978.4,5.9,275,6.463458695
3006,2019/5/6 6:00,4.68,-4.9,349,3684.21,3457.44,2959.2,3366.95,4.5,283,7.231700696
3007,2019/5/6 7:00,4.55,-5,356,2860.62,2738.24,2857.92,2818.93,4.7,262,6.035570106
3008,2019/5/6 8:00,3.55,-5,335,2765.76,2659.54,2771.44,2732.25,4.7,261,5.837680546
3009,2019/5/6 9:00,2.24,-5.6,314,2421.9,2425.5,2442.88,2430.09,5.6,273,5.209153864
3010,2019/5/6 10:00,1.22,-5.5,308,2145.2,2150.64,2207.48,2167.77,5.3,277,4.626881347
3011,2019/5/6 11:00,0.7,-5.6,322,2321.01,2255.04,2356.05,2310.7,4.4,282,4.888083262
3012,2019/5/6 12:00,0.68,-5.4,332,2422.08,2408.16,2331.84,2387.36,4.5,282,5.035286275
3013,2019/5/6 13:00,1.28,-5.5,348,2668.8,2985.84,2589.12,2747.92,6.4,288,5.672290266
3014,2019/5/6 14:00,5.87,-4.6,580,5018.97,5097.81,5301.96,5139.58,6,267,10.67034027
3015,2019/5/6 15:00,8.05,-4.9,581,5048.26,5171.37,5263.94,5161.19,6.4,280,10.79321669
3016,2019/5/6 16:00,8.35,-4.2,536,5366.7,5489.41,5301.36,5385.82,5.9,275,11.2373997
3017,2019/5/6 17:00,9.47,-4.4,611,5519.5,5559.4,5637.36,5572.09,4.5,269,11.58712492
3018,2019/5/6 18:00,9.89,-4.2,609,5506.2,5507.84,5575.14,5529.73,6,274,11.52328039
3019,2019/5/6 19:00,10.35,-4.2,611,5487.98,5502.65,5606.16,5532.26,5.5,268,11.52971904
3020,2019/5/6 20:00,10.26,-4.2,469,4208.77,4004.52,5113.85,4442.38,3.7,275,9.258602372
3021,2019/5/6 21:00,8.95,-4.1,504,4953.44,4969.15,4815.74,4912.78,4.2,277,10.28859197
3022,2019/5/6 22:00,5.81,-3.6,422,3452.67,3357.33,3098.46,3302.82,2.8,252,6.985968224
3023,2019/5/6 23:00,5.45,-3.8,441,3949.64,3510.62,3267,3575.75,3,288,7.693215151
3024,2019/5/7 0:00,5.22,-3.5,380,2935.74,2946.86,3005.6,2962.73,3.8,285,6.253076105
3025,2019/5/7 1:00,5.14,-3.2,380,2928.96,2956.66,3318.4,3068.01,3.9,285,6.410039991
3026,2019/5/7 2:00,5.37,-2.9,448,3366,3311.6,3866.94,3514.85,2.6,266,7.190740762
3027,2019/5/7 3:00,5.66,-3,393,3333.89,2574.18,3369.66,3092.58,3.1,262,6.609186954
3028,2019/5/7 4:00,4.97,-3.2,387,2789.38,2827.62,2894.25,2837.08,3.9,269,5.960766365
3029,2019/5/7 5:00,3.81,-3.1,375,2667.6,2558.78,2820.79,2682.39,3.9,245,5.632069713
3030,2019/5/7 6:00,3.97,-3.1,382,2670.53,2750.86,2933.49,2784.96,5.5,279,5.831963944
3031,2019/5/7 7:00,4.04,-3,337,2694.96,2479.29,2431.75,2535.33,3.3,247,5.46463531
3032,2019/5/7 8:00,3.22,-2.9,314,2044.28,2057.12,2122.12,2074.51,3.8,269,4.381270776
3033,2019/5/7 9:00,2.85,-2.8,325,2144.05,2146.56,2304.96,2198.52,2.2,256,4.572490917
3034,2019/5/7 10:00,2.93,-2.8,337,2505.04,2318.68,2414.88,2412.87,3.3,268,5.125973739
3035,2019/5/7 11:00,3.45,-2.5,354,2589.99,2611.31,2683.2,2628.17,4.7,273,5.51051792
3036,2019/5/7 12:00,3.6,-2.4,338,2318.4,2534.5,2373.56,2408.82,6,271,5.060330485
3037,2019/5/7 13:00,3.99,-2,361,2723.42,2947.23,2835.9,2835.52,5.9,272,5.904030108
3038,2019/5/7 14:00,4.47,-2,306,2257.42,2305.08,2277.28,2279.93,5,283,4.869511734
3039,2019/5/7 15:00,4.14,-1.9,292,2215.78,2242.88,2126.6,2195.09,4.8,275,4.698144887
3040,2019/5/7 16:00,3.83,-1.8,300,1959.1,2064,2146.56,2056.55,5.3,277,4.342596015
3041,2019/5/7 17:00,3.78,-1.7,338,2404.5,2291.24,2263.8,2319.85,5.7,267,4.985117955
3042,2019/5/7 18:00,4.2,-1.3,401,3013.44,3144.16,3541.46,3233.02,4.5,298,6.638212557
3043,2019/5/7 19:00,5.43,-1.4,326,3600.96,3062.18,2691.02,3118.05,4.1,274,6.858068534
3044,2019/5/7 20:00,4.66,-1.7,249,1896.75,2169.2,1898.88,1988.28,3.9,280,4.170640444
3045,2019/5/7 21:00,4.22,-1.6,220,1698.18,2212.92,2010.96,1974.02,4.2,275,3.996997337
3046,2019/5/7 22:00,2.41,-1.7,225,2418.5,2109.8,1684.54,2070.95,3.2,274,4.596621461
3047,2019/5/7 23:00,4.22,-1,373,2954.1,2396.87,3214.8,2855.26,3.9,275,5.975005638
3048,2019/5/8 0:00,5.08,-1,328,3169.12,2958,3223.76,3116.96,3.6,290,6.573744874
3049,2019/5/8 1:00,5.35,-1.3,346,3164.14,3577.32,2434.4,3058.62,3.8,278,6.397589431
3050,2019/5/8 2:00,6.03,-1,351,3548.3,3299.94,2940.6,3262.95,2.9,279,7.050347437
3051,2019/5/8 3:00,4.47,-1.4,186,1288.32,1274.64,1406.57,1323.18,4.9,271,2.839379883
3052,2019/5/8 4:00,2.1,-1.3,218,1149.2,1115.2,1337.7,1200.7,4.2,275,2.269648849
3053,2019/5/8 5:00,5.83,-0.9,299,3182.78,3048.71,3100.8,3110.76,4.4,270,6.61500618
3054,2019/5/8 6:00,5.49,-0.9,302,3005.6,3043.8,3132.36,3060.59,4.2,269,6.442518819
3055,2019/5/8 7:00,5.33,-0.8,308,3128,3080.4,3132.6,3113.67,3.7,264,6.559573258
3056,2019/5/8 8:00,6.01,-0.6,300,2835.6,2798.91,2949.3,2861.27,4,246,6.045110828
3057,2019/5/8 9:00,4.08,-0.9,211,2359.8,2349.55,2366.64,2358.66,2.2,267,4.966079799
3058,2019/5/8 10:00,3.37,-0.9,174,2144.05,2112.88,2134.66,2130.53,2.4,236,4.461581549
3059,2019/5/8 11:00,1.25,-1,119,1346.52,1520.48,1573.2,1480.07,4.7,280,2.88720392
3060,2019/5/8 12:00,0.55,-1,104,1410.4,1400.7,1431.04,1414.05,4.8,275,2.829140836
3061,2019/5/8 13:00,0.14,-1.1,85,1138.76,1035.12,1248.52,1140.8,3.1,267,2.189119056
3062,2019/5/8 14:00,-0.2,-1.2,62,892.11,965.85,920.7,926.22,3.3,273,1.692508725
3063,2019/5/8 15:00,-1.89,-1.5,20,461.72,405.6,351.92,406.41,1.4,268,0.776261983
3064,2019/5/8 16:00,-3.62,-2,9,285.52,252.32,256.23,264.69,1,272,0.453791346
