date,clear_sky_rad:W,clear_sky_energy_1h:J,direct_rad:W,global_rad_1h:Wh,sunshine_duration_1h:min,total_cloud_cover:p,effective_cloud_cover:p,relative_humidity_2m:p,wind_speed_2m:ms,relative_humidity_10m:p,wind_speed_10m:ms,relative_humidity_50m:p,relative_humidity_100m:p,OT
2020/2/28 1:00,0,0,0,0,0,100,68.6,73.8,1.5,73,2.2,70,67.9,0
2020/2/28 2:00,0,0,0,0,0,100,84.8,73.4,1.4,72.8,2,70.6,69.1,0
2020/2/28 3:00,0,0,0,0,0,100,65.1,73.1,1.5,72.4,2.2,70.1,68.6,0
2020/2/28 4:00,0,0,0,0,0,97.4,52,74.4,1.5,73.8,2.1,71.8,70.5,0
2020/2/28 5:00,0,0,0,0,0,94.7,47.5,75.9,1.6,75,2.3,71.8,69.6,0
2020/2/28 6:00,0,0,0,0,0,98.9,50.8,73.5,1.5,72.6,2.2,69.2,66.8,0.03342
2020/2/28 7:00,16.2,10507.1,4.5,8.983,19.8,94.2,63.1,74.6,1.5,73.5,2.1,69.3,66,1.2247375049999998
2020/2/28 8:00,86.1,171244.5,51.3,58.582,45,87,56,69.4,1.3,68.5,1.8,65,62.1,3.2677125000000005
2020/2/28 9:00,172.6,467491.2,126.1,143.699,58.7,88.5,45.7,66.8,1.1,65.6,1.6,61.5,58.4,2.8580625
2020/2/28 10:00,241.4,753359.2,170.3,216.485,50.5,80.1,53.5,64.2,0.9,63.1,1.2,59.5,56.9,2.2525125000000004
2020/2/28 11:00,278.8,946966.9,202.4,260.979,51.1,25.3,21.3,60.2,0.7,59.4,1,56.5,54.7,1.9806
2020/2/28 12:00,279.2,1015742.7,129,256.252,39.4,68.9,58.3,60.6,0.6,59.7,0.9,56.7,54.8,3.005124975
2020/2/28 13:00,242.8,950295.1,51.7,205.34,11.5,95.6,88.8,66,0.9,65.1,1.3,62.2,60.2,4.5
2020/2/28 14:00,174.7,759549.8,33.8,153.791,22.5,94.8,78.7,65.4,0.8,64.7,1.2,62.3,60.8,2.74962495
2020/2/28 15:00,88.3,475326.5,12.8,104.42,15.3,99.2,86.9,69.2,1,67.8,1.4,62.9,59.6,0.32479773
2020/2/28 16:00,17.4,177637.8,1.4,47.205,8,99.8,93.2,67.4,1.1,65.9,1.6,60.7,57.1,0.043309079999999986
2020/2/28 17:00,0,12337.3,0,8.894,3.5,99.9,94.5,68.7,1.3,67.3,1.9,62,58.1,0
2020/2/28 18:00,0,0,0,0,0,100,98.3,73.6,1.3,71.7,1.9,65.2,60.1,0
2020/2/28 19:00,0,0,0,0,0,99.9,94.1,84.2,1.5,82.7,2.1,77.1,72.9,0
2020/2/28 20:00,0,0,0,0,0,99.9,97.9,84.4,2.1,83.7,3,80.8,78.5,0
2020/2/28 21:00,0,0,0,0,0,99.8,98.4,84.6,2.3,84.8,3.3,85.4,86.2,0
2020/2/28 22:00,0,0,0,0,0,99.9,99.7,89.6,2.2,89.7,3.1,90,90.4,0
2020/2/28 23:00,0,0,0,0,0,98.3,97.2,90.4,1.9,90.4,2.8,90.2,90.2,0
2020/2/29 0:00,0,0,0,0,0,97,96.9,89.5,1.9,89.5,2.8,89.5,89.6,0
2020/2/29 1:00,0,0,0,0,0,33.2,33.2,95.1,1.3,94.5,1.9,92.3,90.7,0
2020/2/29 2:00,0,0,0,0,0,46.8,46.8,95.3,1.1,94.5,1.7,91.1,88.5,0
2020/2/29 3:00,0,0,0,0,0,55.5,55.5,96.8,1.1,96.1,1.6,93.3,91.1,0
2020/2/29 4:00,0,0,0,0,0,62.7,62.7,96.2,0.7,95.6,1,93,90.9,0
2020/2/29 5:00,0,0,0,0,0,47.9,47.9,99.4,0.9,98.8,1.3,95.9,93.4,0
2020/2/29 6:00,0,0,0,0,0,53.4,53.4,96.3,1,95.9,1.5,93.1,90.4,0
2020/2/29 7:00,19,14668.9,7.7,10.072,17.9,45.7,45.7,89.6,1.2,89.8,1.8,90,89.7,0.0535875
2020/2/29 8:00,92.1,187527,56.4,61.384,32.1,46.5,46.5,89.1,1.1,89.1,1.6,88.6,87.6,0.31583751
2020/2/29 9:00,179.8,491658.6,125.6,147.469,37.9,36.8,36.8,85.9,0.9,85.6,1.3,84.4,83.3,1.176850005
2020/2/29 10:00,249.1,780177.2,195.7,229.138,57.4,4.3,4.3,78.2,0.8,78.1,1.1,77.9,77.9,5.291687475000001
2020/2/29 11:00,286.4,974558.7,205.6,269.371,35.9,40.2,40.2,72.1,1.1,72.2,1.6,72.8,73.7,7.414187549999999
2020/2/29 12:00,286.8,1043244,216.9,276.782,41.9,30.2,30.2,68.1,1.6,68.1,2.3,68.5,69.4,8.33509863
2020/2/29 13:00,250.1,977093,209.2,279.539,59.2,96.2,48.8,70.3,1.5,70.3,2.1,70.5,71,6.85096245
2020/2/29 14:00,181.4,784903.3,118.3,238.773,58.5,99.2,50.9,70.1,1.4,69.8,2,68.6,68,2.3467124999999998
2020/2/29 15:00,93.8,497688.5,49.3,155.676,59.4,98.6,49.9,71.1,1.7,70.3,2.4,67.4,65.4,0.53442501
2020/2/29 16:00,20,192592.7,5.4,68.984,60,100,50,74.4,2.1,73,3,68.1,64.5,0.034159079999999994
2020/2/29 17:00,0,16073.1,0,12.935,34.5,100,51.1,73.6,2.4,71.6,3.5,64.4,58.9,0
2020/2/29 18:00,0,0,0,0,0,100,51.2,75.2,2.4,73,3.4,65,59.2,0
2020/2/29 19:00,0,0,0,0,0,100,54.7,78,1.7,76.4,2.5,70.6,66.4,0
2020/2/29 20:00,0,0,0,0,0,100,56.6,81.1,2.3,78.8,3.3,70.5,64.3,0
2020/2/29 21:00,0,0,0,0,0,100,63.7,83.7,2.7,81.4,3.9,72.9,66.6,0
2020/2/29 22:00,0,0,0,0,0,100,89.3,83.8,2.7,81.7,3.9,74.1,68.4,0
2020/2/29 23:00,0,0,0,0,0,100,99.2,85.6,3.2,83.7,4.6,76.6,71.3,0
2020/3/1 0:00,0,0,0,0,0,97,94.9,85.7,3.5,83.9,5.1,77.5,72.5,0
2020/3/1 1:00,0,0,0,0,0,100,97.2,83.9,3.2,81.5,4.6,72.8,66.3,0
2020/3/1 2:00,0,0,0,0,0,99.9,98.3,83.5,3.4,81.7,4.9,75.2,70.2,0
2020/3/1 3:00,0,0,0,0,0,100,99.3,82.8,3.8,81.9,5.5,78.8,76.4,0
2020/3/1 4:00,0,0,0,0,0,99.9,99.1,82.3,4,81.8,5.8,80.2,79.1,0
2020/3/1 5:00,0,0,0,0,0,99.8,96.9,82.8,4.1,82.4,5.8,80.9,79.9,0
2020/3/1 6:00,0,0,0,0,0,99.5,96.8,81.3,4.1,81,6,79.7,78.9,0.030633329999999997
2020/3/1 7:00,22,18902.9,0.3,7.792,1.4,99.9,98.1,80.9,3.4,80.4,4.9,78.5,77,0.3334125
2020/3/1 8:00,98.2,204617,4.7,43.483,3.1,99.9,97.4,78.4,3.7,78.1,5.2,77,76.3,0.59142501
2020/3/1 9:00,187.1,516268.3,32.4,108.26,9.4,99.1,91.8,75.6,3.7,75.5,5.4,75.1,75,1.07153751
2020/3/1 10:00,256.7,807260.2,100.1,186.969,34.1,97.2,70.2,71,3.9,71.2,5.6,71.6,72.2,1.9227624749999999
2020/3/1 11:00,294.2,1002337.8,138.4,248.069,21.4,91.2,77.9,68.4,4.1,68.4,5.9,68.6,68.9,2.4844624499999997
2020/3/1 12:00,294.4,1070894.7,65.3,229.153,2.3,100,98.1,67.5,4.3,67.5,6.2,67.3,67.4,1.639024995
2020/3/1 13:00,257.4,1004031.6,4.5,150.659,3.5,100,98.1,73.9,4.9,74,7.1,74.2,74.5,0.738525
2020/3/1 14:00,188.2,810428.4,3.6,97.728,4.1,100,99.2,73.6,5.4,73.5,7.8,73.2,73.1,0.35892499499999997
2020/3/1 15:00,99.4,520344.3,2.2,71.517,10.2,99.9,98.1,73.7,5.6,73.5,8,72.9,72.7,0.2082375
2020/3/1 16:00,22.7,208142.6,0.3,38.18,12.3,99.8,94,74.3,5.5,74.1,7.8,73.2,72.8,0.00977727
2020/3/1 17:00,0,19855.8,0,9.217,13,99.6,93.5,75.4,5.4,75,7.7,73.7,72.9,0
2020/3/1 18:00,0,0,0,0,0,99.3,96,77.1,5.2,76.7,7.4,75.3,74.4,0
2020/3/1 19:00,0,0,0,0,0,99.9,99.7,79,4.6,78.7,6.6,77.6,76.9,0
2020/3/1 20:00,0,0,0,0,0,100,99.9,80.7,4.6,80.3,6.6,79.2,78.5,0
2020/3/1 21:00,0,0,0,0,0,99.9,99.3,81.3,4.8,81.1,6.9,80.2,79.7,0
2020/3/1 22:00,0,0,0,0,0,99.5,98.3,81.4,5.1,81.1,7.4,80.1,79.4,0
2020/3/1 23:00,0,0,0,0,0,99.9,99.8,80.9,5.2,80.7,7.5,79.8,79.3,0
2020/3/2 0:00,0,0,0,0,0,100,100,80.9,5.2,80.6,7.4,79.5,78.8,0
2020/3/2 1:00,0,0,0,0,0,99.9,98,83.7,4.6,83.2,6.5,81.6,80.5,0
2020/3/2 2:00,0,0,0,0,0,94.9,85.1,82.9,4.2,82.1,6,79.2,77.1,0
2020/3/2 3:00,0,0,0,0,0,40.6,32.3,83.8,4,82.7,5.8,78.6,75.9,0
2020/3/2 4:00,0,0,0,0,0,84.4,66.6,82.8,4,81.5,5.7,77,73.9,0
2020/3/2 5:00,0,0,0,0,0,99,92.9,80.7,4.2,79.6,6,75.7,73,0
2020/3/2 6:00,0,0,0,0,0,99.4,87.7,78.9,4.5,78,6.4,74.7,72.3,0.0020181749999999997
2020/3/2 7:00,25.2,23694.7,6.4,13.18,27,88.4,60.6,79.1,4,78.2,5.7,75,72.8,0.28448751
2020/3/2 8:00,104.5,222507.6,50.6,67.246,57.8,51.3,29.1,75.2,4,74.6,5.8,72.2,70.7,2.10582498
2020/3/2 9:00,194.5,541294.3,128.1,151.904,56.3,46.3,27.1,71.4,3.9,70.8,5.7,68.8,67.5,6.850024949999999
2020/3/2 10:00,264.5,834589.7,206.5,234.364,59.4,34.5,18,66.8,4.2,66.4,6.1,65.1,64.3,6.9831876
2020/3/2 11:00,301.9,1030288.2,196.6,283.422,33.9,99.6,72.9,64.8,4.5,64.5,6.4,63.4,63,9.2485749
2020/3/2 12:00,302.1,1098680.1,124.8,279.325,7.2,99.9,94,65,4.6,64.6,6.6,63.1,62.4,5.41296255
2020/3/2 13:00,264.8,1031096.4,64.1,235.653,10,100,91.7,69.5,4.5,69,6.4,67.5,66.5,4.40521245
2020/3/2 14:00,195,836109.3,12.1,164.48,11.3,100,90.6,71.6,4.7,70.9,6.7,68.6,66.9,2.630012475
2020/3/2 15:00,105.1,543272.1,1,93.377,3.6,100,96.9,73.7,4.5,73,6.5,70.3,68.5,0.8561000249999999
2020/3/2 16:00,25.6,224274.5,0.5,41.961,3.7,100,97,76.2,4.6,75.5,6.6,72.8,71,0.06692500499999998
2020/3/2 17:00,0,24309,0,9.841,22.4,99.5,72.6,78.8,4.7,78.1,6.8,75.5,73.7,0
2020/3/2 18:00,0,0,0,0,0,99.6,72.5,82.1,4.9,81.4,7.1,79,77.4,0
2020/3/2 19:00,0,0,0,0,0,99.9,74.1,83.4,4.5,82.7,6.4,80.1,78.3,0
2020/3/2 20:00,0,0,0,0,0,99.7,78.6,82.2,4.6,81.4,6.6,78.9,77.1,0
2020/3/2 21:00,0,0,0,0,0,99.8,86.5,81.2,4.5,80.5,6.5,78.2,76.7,0
2020/3/2 22:00,0,0,0,0,0,92.6,87.5,81,4.8,80.5,6.9,78.6,77.4,0
2020/3/2 23:00,0,0,0,0,0,93.3,92,81.6,5,81.1,7.1,79.5,78.5,0
2020/3/3 0:00,0,0,0,0,0,90.4,89.9,82.1,4.9,81.6,7.1,79.8,78.6,0
2020/3/3 1:00,0,0,0,0,0,91,90.1,81.6,4.4,81,6.4,78.9,77.4,0
2020/3/3 2:00,0,0,0,0,0,68.5,68.4,81.6,4.1,80.9,5.9,78.5,76.9,0
2020/3/3 3:00,0,0,0,0,0,63.4,63.4,81.5,3.9,81,5.7,79.1,77.8,0
2020/3/3 4:00,0,0,0,0,0,60.1,60.1,81.1,4.1,80.6,5.9,78.7,77.5,0
2020/3/3 5:00,0,0,0,0,0,16.5,16.5,80.7,4.1,80.3,5.9,78.7,77.8,0
2020/3/3 6:00,0,0,0,0,0,65.4,65.4,77.2,4.1,76.7,5.8,75.2,74.2,0.04418751
2020/3/3 7:00,28.7,29461.7,6.1,12.859,5.2,89.1,89.1,73.3,3.7,72.9,5.3,71.5,70.8,1.6779250049999999
2020/3/3 8:00,111,241182.1,34.9,61.251,4.9,92.5,92.5,69.4,3.7,69,5.3,67.9,67.3,5.544674850000001
2020/3/3 9:00,202,566710.6,114.2,144.537,8.7,85.9,85.9,65.4,3.5,65,5.1,64,63.7,7.7957877
2020/3/3 10:00,272.2,862147.2,214.4,236.855,58.1,4,4,61.1,3.5,60.7,5.1,59.5,59.1,9.1776876
2020/3/3 11:00,309.8,1058394.2,257,301.83,56.5,6.1,6.1,58.4,3.7,58.1,5.3,57.1,56.7,9.670287599999998
2020/3/3 12:00,309.7,1126585.5,254,321.756,52.1,13.1,13.1,57.8,3.7,57.4,5.3,56.3,56,9.4528875
2020/3/3 13:00,272.2,1058273.1,228.8,306.262,59.4,1,1,57.6,3.4,57.3,4.8,56.3,56.2,8.2350876
2020/3/3 14:00,201.9,861930.6,175,260.287,60,0,0,59.6,3.7,59.1,5.3,57.7,57.1,5.8694374499999995
2020/3/3 15:00,110.9,566450.9,97.2,185.004,60,2.3,1.2,62.5,3.8,62,5.5,60.2,59.2,2.66101245
2020/3/3 16:00,28.6,240969.6,22.7,90.827,60,45.4,22.7,67.1,3.7,66.5,5.3,64.7,63.7,0.44252499
2020/3/3 17:00,0,29396.5,0,20.483,43,26.5,13.2,72.2,3.5,71.6,5.1,69.7,68.5,0
2020/3/3 18:00,0,0,0,0,0,1.5,0.7,78.1,3.5,77.4,5,75.1,73.6,0
2020/3/3 19:00,0,0,0,0,0,0.4,0.2,79.3,3.2,78.6,4.6,76.3,74.7,0
2020/3/3 20:00,0,0,0,0,0,0,0,78.9,3.1,78.3,4.5,76,74.4,0
2020/3/3 21:00,0,0,0,0,0,0.8,0.8,79.1,2.9,78.4,4.2,76.2,74.7,0
2020/3/3 22:00,0,0,0,0,0,2,1.4,79.5,2.7,78.9,3.9,76.8,75.5,0
2020/3/3 23:00,0,0,0,0,0,19.8,10,79.7,2.8,79.1,4.1,77,75.7,0
2020/3/4 0:00,0,0,0,0,0,2.8,2.7,80,2.9,79.3,4.2,77.2,75.9,0
2020/3/4 1:00,0,0,0,0,0,99.9,98.7,74.1,3.1,73.5,4.4,71.5,70.3,0
2020/3/4 2:00,0,0,0,0,0,99.7,97,73.2,3.3,72.6,4.7,70.6,69.3,0
2020/3/4 3:00,0,0,0,0,0,98.8,93.6,72.3,3.2,71.8,4.6,70.1,69.1,0
2020/3/4 4:00,0,0,0,0,0,86.9,86,73.5,3.4,73,4.9,71.2,70.2,0
2020/3/4 5:00,0,0,0,0,0,91,91,74.3,3.4,73.8,4.8,72,71,0
2020/3/4 6:00,0,0,0,0,0,90.2,89.9,72.4,3,71.9,4.3,70.4,69.4,0.022515
2020/3/4 7:00,32.4,35450.4,7.7,14.663,11.8,94.8,85.1,74.5,3.2,73.9,4.6,71.8,70.4,0.334249995
2020/3/4 8:00,117.6,260615.9,30.2,66.573,26.2,98.2,77.6,71.7,3.4,71.1,4.9,69.3,68.1,0.8579124899999999
2020/3/4 9:00,209.5,592492,37.5,132.026,31.6,98,72.7,66.9,3.3,66.4,4.7,64.9,64.2,1.102662495
2020/3/4 10:00,280.1,889914.6,58.3,181.885,47.4,94.9,58,63.5,3.1,63.1,4.4,61.4,60.5,1.217475
2020/3/4 11:00,317.6,1086640.1,81.2,219.095,28.7,97.4,74.8,61.2,2.9,60.8,4.2,59.5,59,1.121612505
2020/3/4 12:00,317.4,1154596.5,52.4,217.521,10,99.4,91.3,60.7,2.7,60.3,3.9,59,58.6,0.89945001
2020/3/4 13:00,279.6,1085547.5,24.6,180.448,9.5,99.4,92.8,67.4,2.8,67.1,4,66.2,66,0.947050005
2020/3/4 14:00,208.9,887877,28.3,154.143,18.8,98.8,84.6,67.7,2.8,67.3,4,66.1,65.6,0.88108749
2020/3/4 15:00,116.8,589860,13.5,119.513,6.6,99.7,94.4,69.8,2.8,69.3,4.1,67.4,66.2,0.5539125
2020/3/4 16:00,31.9,258204.9,1.2,58.814,3,99.8,97.4,73.8,2.6,73.1,3.7,70.6,68.9,0.046112505
2020/3/4 17:00,0,34635.6,0,13.191,1.7,99.9,98.1,78,2.7,77.2,3.9,74.4,72.3,0
2020/3/4 18:00,0,0,0,0,0,99.9,98.8,81,2.8,80.3,4,77.6,75.7,0
2020/3/4 19:00,0,0,0,0,0,100,99.7,84.6,2.3,84,3.4,81.9,80.3,0
2020/3/4 20:00,0,0,0,0,0,100,99.7,86.4,2.2,85.9,3.1,84,82.6,0
2020/3/4 21:00,0,0,0,0,0,100,100,87.3,1.9,86.7,2.8,84.6,83.2,0
2020/3/4 22:00,0,0,0,0,0,100,100,88.1,2.1,87.6,3,85.6,84.3,0
2020/3/4 23:00,0,0,0,0,0,100,100,86.2,1.8,85.7,2.5,84.1,83.1,0
2020/3/5 0:00,0,0,0,0,0,100,100,85,1.3,84.8,1.8,84.4,84.2,0
2020/3/5 1:00,0,0,0,0,0,100,100,86.1,0.5,86.4,0.8,87.6,88.6,0
2020/3/5 2:00,0,0,0,0,0,100,100,88.1,0.3,88.4,0.5,89.5,90.6,0
2020/3/5 3:00,0,0,0,0,0,100,100,89.9,0.4,90.1,0.6,91.1,92,0
2020/3/5 4:00,0,0,0,0,0,100,100,92.3,0.7,92.3,0.9,92.5,92.8,0
2020/3/5 5:00,0,0,0,0,0,100,100,93.5,0.8,93.5,1.2,93.6,93.8,0
2020/3/5 6:00,0,0,0,0,0,99.3,98.7,94.6,0.9,94.4,1.3,94,93.7,0
2020/3/5 7:00,36.4,41727.8,0.9,6.53,2.1,100,99.6,94.4,0.9,94.2,1.3,93.5,92.9,0.009400005000000001
2020/3/5 8:00,124.3,280778.7,12.6,36.067,9.1,99.8,97.9,92.7,0.8,92.4,1.1,90.9,89.7,0.19144999499999998
2020/3/5 9:00,217.1,618613.6,40.4,90.137,17.6,98.3,92.6,86.9,0.7,86.7,1,85.9,85.4,1.5993249900000002
2020/3/5 10:00,287.9,917873.9,86.3,158.318,31.5,86.7,79.3,78.6,0.9,78.6,1.3,78.7,79.1,3.172274925
2020/3/5 11:00,325.5,1115010.3,142.4,223.193,45.1,41,41,71.2,1.7,71.1,2.4,71.1,71.6,6.27231255
2020/3/5 12:00,325.2,1182698.5,112.2,232.195,16.9,84.2,84.2,72.3,2.3,72.1,3.4,71.9,72.2,5.2983
2020/3/5 13:00,287.1,1112905.7,31,171.182,0.1,100,100,81,1.2,80.8,1.7,80.2,80.1,1.9983750000000002
2020/3/5 14:00,215.8,913933.9,10.2,114.06,5.6,93.3,93.3,80.6,0.8,80.1,1.1,78.5,77.6,2.222262525
2020/3/5 15:00,122.9,613479.8,13.3,88.913,7.3,93.2,93.2,82,0.4,81.4,0.6,79.1,77.6,1.1989999949999999
2020/3/5 16:00,35.3,275954.6,4.1,52.658,8,89.8,89.8,85.3,0.6,84.3,0.8,80.9,78.4,0.1452
2020/3/5 17:00,0,40070.5,0,13.342,2.2,98.4,98.4,89.1,0.6,87.9,0.8,83.6,80.6,0
2020/3/5 18:00,0,0,0,0,0,93.3,93.3,90.8,0.8,89.9,1.1,86.5,84,0
2020/3/5 19:00,0,0,0,0,0,71,68.5,92,1.2,91.3,1.8,88.7,86.8,0
2020/3/5 20:00,0,0,0,0,0,80.3,76.3,93.5,1.3,92.7,1.9,90.1,88.1,0
2020/3/5 21:00,0,0,0,0,0,64.5,64.5,96.9,1.2,95.6,1.8,91.3,87.8,0
2020/3/5 22:00,0,0,0,0,0,48.2,48,99.5,1.2,97.4,1.8,89.6,84,0
2020/3/5 23:00,0,0,0,0,0,50.4,50.4,100,1.3,97.4,1.9,87.5,79.7,0
2020/3/6 0:00,0,0,0,0,0,81.5,75.6,97.9,1.5,95.1,2.1,84.4,76.2,0
2020/3/6 1:00,0,0,0,0,0,91.4,85.1,96,1.7,93.8,2.4,85.2,78.5,0
2020/3/6 2:00,0,0,0,0,0,99,95.4,94.3,1.5,92,2.2,83.1,76.1,0
2020/3/6 3:00,0,0,0,0,0,99.9,96.8,93.4,1.5,91,2.1,81.8,74.3,0
2020/3/6 4:00,0,0,0,0,0,95.8,83.5,93.9,1.5,91.4,2.1,81.7,73.7,0
2020/3/6 5:00,0,0,0,0,0,98.6,94.5,92.4,1.4,89.9,2,80.2,72.1,0
2020/3/6 6:00,0,0,0,0,0,96.3,94,91,1.3,88.5,1.8,78.9,70.6,0.126199995
2020/3/6 7:00,40.6,48353.3,4.2,18.202,3.9,99,96,85.4,1.9,83.3,2.7,75.3,68.5,0.5766
2020/3/6 8:00,131.2,301635.9,19.5,67.549,4.1,99.6,96.8,81.6,1.5,79.7,2.2,72.4,66.3,1.200962505
2020/3/6 9:00,224.8,645050.8,34.9,126.315,2.7,99.6,98.2,77.1,1,75.3,1.5,68.8,63.5,3.0795375
2020/3/6 10:00,295.8,946007.3,29.7,166.09,2.2,99.8,98.9,73.3,0.7,71.7,1,65.9,61.1,6.6129876
2020/3/6 11:00,333.3,1143489.5,44.9,194.796,2.2,99.8,98.7,71.9,0.6,70.3,0.8,64.1,59.4,5.5392375
2020/3/6 12:00,332.9,1210877.6,72.8,221.391,2.8,99.7,98.5,68.3,0.7,66.9,1,62,58.2,2.5997125499999996
2020/3/6 13:00,294.5,1140334.1,81,223.913,6.4,99.7,94.5,68,0.9,66.6,1.3,61.3,57.5,1.1819625150000002
2020/3/6 14:00,222.9,940086.7,50.4,189.139,3.3,99.9,97.2,73.8,0.7,71.8,1,64.7,59.9,0.9625125149999999
2020/3/6 15:00,128.9,637291.1,17.3,127.504,5.8,99.5,96.8,67.7,0.4,66.7,0.6,63,60,0.20969999999999997
2020/3/6 16:00,39,294190.8,9.6,66.948,16.7,94.8,85.4,73.1,0.4,71.5,0.5,65.8,61.8,0.146224995
2020/3/6 17:00,0,45739.9,0,20.387,3.5,99.8,99.1,76.1,0.7,74.6,1.1,69.2,65.4,0
2020/3/6 18:00,0,0,0,0,0,99,97.2,79.9,1.1,78.9,1.6,74.9,71.8,0
2020/3/6 19:00,0,0,0,0,0,88.4,75.6,85.8,1.4,84.8,2,81.2,78.2,0
2020/3/6 20:00,0,0,0,0,0,77.8,66,90.1,1.3,88.8,1.8,84.5,81,0
2020/3/6 21:00,0,0,0,0,0,55,48.2,94.5,1.3,93.2,1.9,87.7,83.6,0
2020/3/6 22:00,0,0,0,0,0,30.6,27.4,98.5,1.5,97.2,2.2,91,85.4,0
2020/3/6 23:00,0,0,0,0,0,20.5,20.5,100,1.4,99.4,2.1,93.4,87.2,0
2020/3/7 0:00,0,0,0,0,0,50,50,99.4,1.5,98.6,2.1,93.3,87.3,0
2020/3/7 1:00,0,0,0,0,0,39.5,39.5,98.6,1.9,97.4,2.7,91.6,85.7,0
2020/3/7 2:00,0,0,0,0,0,26.8,26.8,97.5,1.8,96.3,2.6,90.3,84.2,0
2020/3/7 3:00,0,0,0,0,0,14.9,14.9,96.4,1.4,95,2,88.9,82.7,0
2020/3/7 4:00,0,0,0,0,0,2.9,2.9,97.4,1,95.8,1.4,88.7,81.6,0
2020/3/7 5:00,0,0,0,0,0,12.3,12.3,97.3,1,95.5,1.5,87.4,79.6,0
2020/3/7 6:00,0,0,0,0,0,83.6,60.8,93.1,1.2,91.3,1.7,83.3,75.6,0.153775005
2020/3/7 7:00,45.1,58724.3,25.2,25.266,50.4,62,36,85.5,1.4,83.8,2,77.1,70.9,2.1115125
2020/3/7 8:00,138.2,323150.6,96.3,101.252,57,53.2,29.5,76.8,1.3,75.3,1.8,69.5,64.4,4.34116245
2020/3/7 9:00,232.5,671779.8,175.6,199.422,47.7,70,45.5,70.6,1,69.3,1.5,64.5,60.8,6.4259625
2020/3/7 10:00,303.8,974297.4,238.3,281.711,27.8,69.1,61.4,63.9,0.9,63.1,1.4,60.3,58.3,8.799699899999998
2020/3/7 11:00,341.3,1172062.6,291.9,338.73,54.8,8.6,8.6,57.6,1.2,57,1.8,55.1,54,9.7304124
2020/3/7 12:00,340.7,1239119.8,297.2,361.38,60,0,0,54.9,1.3,54.3,1.9,52,50.8,9.3722499
2020/3/7 13:00,302,1167819.2,261.5,343.125,52.6,12.3,12.3,53.5,1.7,52.7,2.4,49.9,48.3,8.3161875
2020/3/7 14:00,229.9,966321.4,204,291.872,60,0.1,0,55.6,1.9,54.7,2.7,51.3,49.1,6.1423499999999995
2020/3/7 15:00,135.1,661275.4,95.7,207.903,60,97.4,48.7,59.3,2,58.3,2.8,54.6,51.9,2.48483745
2020/3/7 16:00,42.8,312884.6,14.6,103.995,58.8,97.5,49.7,62,2.1,60.9,3,56.9,54,0.12768749999999998
2020/3/7 17:00,0,53147.6,0,25.763,6.2,100,94.4,64.8,2.3,63.6,3.2,59.6,56.6,0
2020/3/7 18:00,0,0,0,0,0,100,92.6,67.5,2.3,66.5,3.3,63.2,60.9,0
2020/3/7 19:00,0,0,0,0,0,100,86,69.1,2.5,68,3.6,64.1,61.4,0
2020/3/7 20:00,0,0,0,0,0,100,97.2,67.9,2.3,67,3.3,64.1,62.1,0
2020/3/7 21:00,0,0,0,0,0,100,92.6,66.8,2.4,65.9,3.5,63,61.1,0
2020/3/7 22:00,0,0,0,0,0,100,95.2,66,2.7,65.3,3.9,62.9,61.4,0
2020/3/7 23:00,0,0,0,0,0,99.6,89.6,67.4,2.8,66.7,4.1,64.5,63.2,0
2020/3/8 0:00,0,0,0,0,0,100,99.9,67.3,2.8,66.6,4.1,63.9,62.1,0
2020/3/8 1:00,0,0,0,0,0,100,100,71.3,3.2,70.6,4.7,68.3,66.8,0
2020/3/8 2:00,0,0,0,0,0,100,100,70.6,3.3,69.9,4.8,67.5,65.9,0
2020/3/8 3:00,0,0,0,0,0,100,100,73.7,3.3,73,4.7,70.4,68.7,0
2020/3/8 4:00,0,0,0,0,0,100,99.5,69,3.1,68.1,4.5,64.7,62.3,0
2020/3/8 5:00,0,0,0,0,0,100,99.9,66.7,3.3,65.7,4.7,62.1,59.6,0
2020/3/8 6:00,0,0,0,0,0,100,99,65.3,3.2,64.3,4.6,60.9,58.6,0.0038727149999999997
2020/3/8 7:00,49.9,69703.1,0.1,10.025,1,100,99.2,64,3.4,63.1,4.9,59.8,57.7,0.17347500000000002
2020/3/8 8:00,145.3,345284.2,0.7,40.169,0,100,100,63.7,4,62.9,5.8,60.2,58.5,0.8494125
2020/3/8 9:00,240.3,698777,0.8,74.925,0,100,100,64.4,4.2,63.6,6.1,60.9,59.3,0.8699999850000001
2020/3/8 10:00,311.7,1002726.8,18,106.033,5.6,99.2,95,64.4,4,63.6,5.7,60.9,59.2,1.46447499
2020/3/8 11:00,349.2,1200714.7,44.9,147.976,22.4,96.3,79.5,62.2,4.2,61.5,6,59,57.5,1.059287505
2020/3/8 12:00,348.4,1267411.2,32.2,170.672,11.9,98.6,89.3,61.7,4.1,61,5.9,58.5,57,1.016899995
2020/3/8 13:00,309.5,1195347.7,6.6,131.185,0,100,100,63.8,3.6,62.8,5.1,59.6,57.5,0.960362505
2020/3/8 14:00,237,992624.2,0.2,70.607,0.4,100,99.7,66.1,3.4,65.1,4.8,61.7,59.6,0.49052499
2020/3/8 15:00,141.3,685415,0.1,39.787,0,100,100,68.8,3.1,67.9,4.5,64.7,62.7,0.1975875
